loss,ICC,PCC,RMSE,MAE,ACC,F1-b
0.0769931461215,0.758655644482,0.815833786282,0.381272974974,0.225874342645,0.883566666667,0.695817597796
0.0527869294047,0.873239060903,0.88679489641,0.311666131345,0.17508701918,0.9145,0.804318131228
0.0399531551778,0.906006638277,0.910248123978,0.273834358482,0.155033047001,0.929566666667,0.825649587988
0.0363000055611,0.914816758331,0.919624243197,0.259476700539,0.145160755143,0.935533333333,0.847777853632
0.033219607687,0.915500968818,0.923519048203,0.250429742213,0.13748893328,0.938733333333,0.859557419787
0.0313887552381,0.921998552627,0.930716023265,0.243832078475,0.13447927249,0.945233333333,0.870662775099
0.0333472921133,0.922509040191,0.932859651585,0.24783978539,0.13945338844,0.939433333333,0.861252314806
0.029761833632,0.927136593932,0.936244868641,0.237903175659,0.130710095788,0.943166666667,0.850564518832
0.0256249288142,0.937428002967,0.946434579603,0.219612964368,0.113937689302,0.950833333333,0.886042633103
0.0235288112789,0.945019099703,0.953004834304,0.210531505274,0.112693782585,0.9555,0.90145898453
0.0215408868283,0.950040892885,0.951932271167,0.201927504199,0.118951980335,0.959666666667,0.892507151986
0.0228500898778,0.948162029453,0.95223137911,0.206971473836,0.115693486917,0.9549,0.898010323193
0.0196422520667,0.954541708158,0.957440672519,0.191686755238,0.105834419218,0.961833333333,0.914389404913
0.0224765120566,0.94967474812,0.955763615612,0.203699613738,0.114638611053,0.9559,0.908745247518
0.0187545750976,0.956723237402,0.959121771804,0.186822927033,0.105255692266,0.964133333333,0.913323246922
0.0186539049208,0.956793867918,0.960022139589,0.187211132392,0.104335841412,0.9633,0.919833242344
0.0191555977046,0.954526867941,0.960271106657,0.190772022904,0.105870667224,0.9637,0.915344366102
0.0169756447285,0.962512736749,0.966694612881,0.178486810851,0.0986334253103,0.965566666667,0.929663730795
0.0174765819252,0.959380411072,0.96677349774,0.181960427126,0.0991820481916,0.964633333333,0.928379932978
0.0211385993987,0.956747620738,0.961122517308,0.197508338019,0.114826276278,0.9592,0.909620200161
0.0152768186539,0.963569871687,0.966127230495,0.169642148562,0.0937922317535,0.9704,0.936239556658
0.015686376965,0.96272359463,0.967640599459,0.171649760525,0.0945411796371,0.969633333333,0.933734237623
0.0148971468464,0.965327175372,0.967294023124,0.166744008734,0.0919456668198,0.9709,0.926171215664
0.0150389312059,0.965727492784,0.969126452988,0.168543242228,0.0932993646711,0.969933333333,0.934155092718
0.015444623813,0.963849532205,0.967048723612,0.170865293323,0.0940253784259,0.971033333333,0.927802306812
0.0136035395116,0.968778433645,0.97005284962,0.160500226734,0.0921236686409,0.974666666667,0.939004578864
0.0130321082234,0.96920448335,0.9725091482,0.157257955247,0.0891625111302,0.975033333333,0.939258341814
0.0138677353993,0.966297671463,0.96974118813,0.163040961793,0.0932095057021,0.973666666667,0.931277238319
0.0133180833951,0.969625608148,0.971483399691,0.158747163832,0.089923609669,0.974433333333,0.937612097684
0.0121896316528,0.970950974473,0.972654734999,0.15169546843,0.0841173057755,0.976066666667,0.939767244709
0.0133993281543,0.969971238276,0.972013342304,0.159199917429,0.0909068789333,0.974133333333,0.939629778568
0.0132842191011,0.968989867383,0.972676131479,0.158382585274,0.0916238864884,0.975666666667,0.945122367859
0.0125071148396,0.970740604743,0.97542545909,0.153958321454,0.0850779380028,0.975966666667,0.947989425028
0.0127771106765,0.971140533398,0.97342450088,0.15571440238,0.0912336039667,0.9755,0.94479567913
0.0109131915867,0.977037658315,0.979127626747,0.144331541847,0.0866735338544,0.9806,0.955812111202
0.0121643681407,0.97353078477,0.976158724825,0.151663879361,0.0914314625164,0.977766666667,0.947870839282
0.0119587652519,0.972245278096,0.975053550758,0.150388927917,0.0825989249473,0.976366666667,0.946968424253
0.010160084486,0.976892489596,0.977990782188,0.138641448051,0.0777573579301,0.9818,0.957567477868
0.0112781440437,0.973863498131,0.976846889956,0.147561905629,0.0845810767884,0.9785,0.954103588175
0.0125375905365,0.969501860742,0.975493003286,0.155385769494,0.0860351032267,0.976566666667,0.948441024202
0.0106778784335,0.975159091258,0.978444994753,0.14275557071,0.0811640430863,0.979633333333,0.951413551526
0.0110511508107,0.975485083386,0.97749051646,0.145062499627,0.0856739012524,0.979533333333,0.956239415926
0.0104958702147,0.976875009686,0.978915916975,0.140622871139,0.0813666100924,0.980433333333,0.954824568348
0.0111900742173,0.979093702002,0.98034618576,0.14161846776,0.086678168426,0.9808,0.959048599335
0.0100153561786,0.976098701208,0.979223159044,0.138601121333,0.0768621275201,0.981033333333,0.957235769548
0.00957528071105,0.977742507555,0.97895892618,0.134756448078,0.0758686040839,0.9833,0.953983345216
0.00934536504298,0.979728486938,0.9811363039,0.133574244562,0.079266875051,0.983266666667,0.966264707143
0.0105532517612,0.974556085745,0.977214526547,0.142550486401,0.0814021583647,0.981166666667,0.951576152355
0.0113260790378,0.975546531926,0.978560805091,0.146618144747,0.0862831082195,0.9788,0.953550119388
0.00952793274224,0.978034349921,0.979521589543,0.134326938606,0.0766133361806,0.982733333333,0.955882343318
0.00971282579452,0.978722997343,0.979827244835,0.135055256542,0.0777516600986,0.982033333333,0.961242203698
0.00974032408595,0.976259484484,0.979904383708,0.136143458024,0.0767086750517,0.982666666667,0.955994108543
0.00816886394769,0.980656348175,0.983004131907,0.125368842065,0.0722152957072,0.986066666667,0.965200224574
0.00939453822225,0.979648207948,0.98127776779,0.133630575321,0.077781006073,0.983866666667,0.962403039857
0.00830054920167,0.98018455735,0.98198005434,0.126212648908,0.0729023994257,0.985833333333,0.964809038655
0.00967766894698,0.97765537836,0.980727929056,0.135892725119,0.0765986749902,0.9824,0.960778129189
0.00921543766558,0.980563548099,0.981871409775,0.131191867828,0.0763342157006,0.984266666667,0.961540477604
0.00882259025425,0.9804136794,0.981975296325,0.129681656622,0.076242183956,0.985133333333,0.966131811035
0.00843275429755,0.980765342553,0.982513857212,0.126457171391,0.0709978239611,0.984766666667,0.96575335806
0.00937347893119,0.979253761002,0.980599737773,0.132085134781,0.0753188741704,0.983133333333,0.957735137862
0.00787964728922,0.98371648879,0.984887034803,0.122096208471,0.0752254988377,0.9884,0.975759473161
0.00809303320944,0.981494024632,0.983629291912,0.12401871514,0.0714066006864,0.9868,0.971469643685
0.00809122909755,0.980206309541,0.982350847756,0.12486935648,0.0713351207475,0.987,0.965267752868
0.00832033058107,0.980838545509,0.982758567055,0.125913398816,0.0727584920824,0.986133333333,0.967454715676
0.00919702143669,0.979020227191,0.981439030033,0.132067275666,0.0757253322129,0.9831,0.960127990196
0.00816268837899,0.980358643979,0.982377894729,0.125062613569,0.0708314195896,0.986433333333,0.966613093697
0.00857960428745,0.981590813145,0.982716151778,0.126496211302,0.0749184011171,0.9861,0.961436439924
0.00849203235358,0.981563979759,0.983300336015,0.126622137122,0.0755328585704,0.986233333333,0.963446400043
0.00814459240139,0.980907638514,0.983428912905,0.124193788561,0.0707040252164,0.986533333333,0.964796923599
0.00663747763559,0.985316313279,0.986543953663,0.112323928941,0.0673210599149,0.990633333333,0.973578684395
0.00736470746249,0.981172623048,0.985110531504,0.118875377603,0.0675955452025,0.989,0.970200009307
0.00747034389526,0.983691362699,0.985440523744,0.118412542348,0.0705194501206,0.9882,0.968217512551
0.00729326733351,0.983922649755,0.984881953143,0.117513053964,0.0695133504147,0.988733333333,0.968556837531
0.00828442635983,0.982464194358,0.98371741556,0.124506914374,0.0732692141707,0.986133333333,0.964157692364
0.00744370239675,0.983070100269,0.985601372517,0.11934568625,0.0712098482375,0.988666666667,0.974601599621
0.00735503786802,0.984256182678,0.985816862393,0.117233934503,0.0701193052034,0.9891,0.976024297036
0.00757463969886,0.982847073089,0.985369988496,0.119117332212,0.0691287980104,0.987866666667,0.970200535164
0.00741488569975,0.982694951149,0.985884510738,0.118214021721,0.0700809502353,0.9891,0.975063310076
0.00781173232645,0.982823056408,0.985392820229,0.121854837867,0.0743639264256,0.9887,0.971203275178
0.00629478810728,0.985302899837,0.987037738217,0.109153821775,0.0629988679041,0.9911,0.974099256035
0.00701825460345,0.984461048408,0.986197591291,0.115662306925,0.0669878732103,0.9892,0.972859580288
0.00712864529043,0.985539836818,0.986625015432,0.116100814605,0.0710662323982,0.989233333333,0.973203281454
0.00743005336076,0.983672554457,0.98587147023,0.11870175736,0.0695261781414,0.988566666667,0.973296969931
0.00653296037167,0.986142639387,0.987033609858,0.11110857213,0.0651275684747,0.9905,0.975531337382
0.00699010898545,0.984220597746,0.986638284181,0.114372582077,0.0659517462676,0.989666666667,0.972206491
0.00674483849704,0.984366233234,0.986652516474,0.113060581599,0.0651442479963,0.989433333333,0.96981106988
0.00643787243143,0.986519062036,0.987227120016,0.109729307781,0.0658594965935,0.991,0.976005318468
0.0056864326641,0.986828266291,0.988154655519,0.104069758165,0.0611810111441,0.992666666667,0.978501515739
0.00660068869367,0.985864299936,0.987317379014,0.111481832386,0.066233612597,0.9904,0.974377389276
0.00700823749155,0.985302075958,0.986002507262,0.114214965122,0.0679178026815,0.9891,0.96699527715
0.00563974937573,0.987568705356,0.988317606531,0.103211049524,0.0595077285543,0.991666666667,0.977612663737
0.00655239458159,0.986286959204,0.987255548749,0.110840312439,0.0657534639662,0.9906,0.974858080712
0.00651919360161,0.985523319257,0.987485870649,0.110843805253,0.0659863806019,0.9906,0.972399239109
0.00702557595298,0.984736254314,0.987124398498,0.115192892629,0.068581201757,0.989333333333,0.971312146764
0.00620258364156,0.986939756568,0.988355091477,0.107713733348,0.0646447356169,0.991466666667,0.977404287846
0.00524902748242,0.988440883753,0.990092370809,0.0993481089345,0.0597246130928,0.992966666667,0.981579756603
0.00568419029042,0.987057741051,0.988887583655,0.104032671648,0.0609544729814,0.9925,0.98044295289
0.00580433072373,0.987717424149,0.988440617803,0.103872272971,0.0609417784338,0.992166666667,0.977635585222
0.00603759216219,0.987788540342,0.988567550057,0.106042812068,0.0645280365522,0.991966666667,0.976655232429
0.00627332789749,0.986581157492,0.988555129444,0.10791960437,0.0637100106105,0.9914,0.97883719854
0.00557048854455,0.9872277074,0.988703075146,0.102548734053,0.0605371265362,0.9927,0.981537664846
0.0062576216504,0.987223491701,0.988262089555,0.108318785395,0.0652734652782,0.9912,0.976102375901
0.00620184989199,0.987177220953,0.98778730429,0.107638674709,0.0652118865401,0.9912,0.977723638859
0.00610170357972,0.986667065775,0.988542722747,0.107167049127,0.0626995296528,0.9912,0.978887920372
0.00546461854503,0.988495949891,0.989217962628,0.101087704137,0.0607309670498,0.9929,0.979422962835
0.00538716173247,0.989049505574,0.98996033662,0.100174399459,0.0605107024312,0.993933333333,0.983540097929
0.00571000646502,0.987597562464,0.989186853365,0.104061137059,0.0627130779127,0.992833333333,0.980940647842
0.00565485694781,0.987471076003,0.988780629084,0.103452657077,0.0610446846113,0.992533333333,0.979260810775
0.00558354275152,0.987664851929,0.989381824791,0.102857598235,0.0608533086876,0.992533333333,0.981997506273
0.00556670715809,0.988519696718,0.989461247694,0.102636433322,0.0627716270586,0.993133333333,0.982289569768
0.00612300733477,0.987229930258,0.988592148632,0.106891307813,0.0638922206126,0.9914,0.980509136716
0.00607849913612,0.988054165538,0.989026751029,0.106046196672,0.0634167262663,0.991633333333,0.97936989712
0.00577163548842,0.98750439033,0.989199976031,0.103851959132,0.0602062526159,0.991766666667,0.979491869561
0.00550428052694,0.988358941022,0.990373688515,0.101586130478,0.0612652722436,0.9933,0.984321988971
0.00510287124664,0.989588494138,0.990687498389,0.0977667467977,0.0597262034814,0.9944,0.985585952389
0.00555105690956,0.987197481696,0.989965425992,0.102230545922,0.0586021668278,0.9925,0.980970598262
0.00579027516097,0.986625830902,0.989545644245,0.104263421861,0.0596947746041,0.992166666667,0.978834555815
0.0050919988282,0.988855097728,0.989903972756,0.0980555396047,0.0577922392016,0.993566666667,0.984316793596
0.0050631988883,0.989223863916,0.990403702912,0.0976708995145,0.0578786049349,0.993933333333,0.984706427967
0.00532433678731,0.988663240222,0.990157134449,0.0999779195156,0.0595374683229,0.9929,0.982977138375
0.005202446834,0.989086663629,0.989746779213,0.0988415723507,0.0578882934836,0.9934,0.982881201015
0.00514353888407,0.989170240874,0.990725315098,0.0978955474018,0.0580465551466,0.993833333333,0.983831904297
0.00452314421162,0.989829950521,0.990947767114,0.0925090180594,0.0546768250254,0.9945,0.982935065647
0.00534075741768,0.988879795244,0.990625203152,0.0997840084476,0.0588922278645,0.9927,0.984674161427
0.00508463921398,0.989392462949,0.990164329809,0.0977052175284,0.0594701371156,0.994533333333,0.984892278291
0.00478169375956,0.989899931026,0.99098968691,0.0942829768922,0.0545685803518,0.994166666667,0.985280722425
0.00528766350299,0.988031656697,0.990378307087,0.0997526367877,0.0570241161622,0.993066666667,0.982473380105
0.00510104003549,0.989534837294,0.990724550084,0.0972800303813,0.0575962302585,0.993866666667,0.985497602349
0.00519914586321,0.989621682516,0.990858806705,0.0976137133513,0.059268695768,0.993733333333,0.984056447672
0.00514285872355,0.988262436126,0.990412247992,0.098353582265,0.0566470587316,0.993266666667,0.983545966091
0.00428518834263,0.991571156044,0.992100758114,0.0887684119136,0.0538672298814,0.9959,0.987607406155
0.00468193879575,0.990313668174,0.991507811114,0.0932962657483,0.0552204816292,0.994966666667,0.987582186556
0.00516141305938,0.989455634643,0.990885886725,0.0980771777023,0.0577963452476,0.994133333333,0.982012173382
0.00504520459846,0.989026966421,0.990837829086,0.0971055494479,0.0563136227429,0.993466666667,0.981641264008
0.00474598523974,0.989153513768,0.991132815188,0.0946017001697,0.0552914626896,0.9945,0.984603108812
0.00520113241151,0.989334238354,0.990610468657,0.0985344114274,0.0584599922101,0.9933,0.985016200346
0.00505218954161,0.988642576503,0.990664395614,0.0973536071478,0.0571735717046,0.994133333333,0.984542499548
0.00515442582741,0.988345248925,0.990734248544,0.0989027102166,0.0573792002785,0.993,0.982781696538
0.00537543883622,0.989455120288,0.990568724158,0.0997378907987,0.0594467309614,0.993266666667,0.982738617099
0.0049136844568,0.989543759754,0.991166056587,0.0958935630267,0.0570935942233,0.9946,0.986482320576
0.00455143512934,0.99093005578,0.99195468096,0.0917531940199,0.0551369997362,0.995466666667,0.987840845283
0.00475300957635,0.989578831107,0.99105753508,0.0941338527522,0.0553846072095,0.994266666667,0.986044786423
0.004767346102,0.990580918509,0.991472036407,0.0938941671624,0.0561904542459,0.994566666667,0.985681196958
0.00499267534763,0.988570601481,0.990966119181,0.0969154439429,0.0555700428473,0.9938,0.98395994535
0.0048664068386,0.990345594802,0.991101338449,0.0944721828436,0.0559711451642,0.994166666667,0.985131628869
0.00494537819549,0.990576131575,0.991618056527,0.0947406426313,0.0569914894489,0.9942,0.986263781633
0.00501854379177,0.989979562936,0.99124357079,0.0963215154829,0.056814898892,0.993766666667,0.985698694023
0.00460757781863,0.98989046109,0.991741232743,0.0928892077518,0.0534826917574,0.994833333333,0.987299622394
0.00462422815487,0.989606614449,0.991542846502,0.0934279531182,0.0542982445719,0.9946,0.985767645904
0.00456907385886,0.990437402816,0.991966847287,0.0922771771124,0.0544809057998,0.9951,0.987963062971
0.0044093017213,0.990528619482,0.992030340043,0.0906472920617,0.0529756440471,0.995433333333,0.988282558807
0.00430265148804,0.991342529091,0.99175674829,0.0893740524586,0.054136073372,0.995566666667,0.986022234754
0.00426297412589,0.990784293599,0.991764044557,0.0890709500297,0.052301238291,0.9955,0.989123595177
0.00450870751292,0.990253253179,0.991650514694,0.092037760801,0.0529094782347,0.9948,0.986946322054
0.00459779866114,0.990661466034,0.991836343819,0.092031355637,0.0533210979775,0.994766666667,0.988178087784
0.00458435109258,0.99011035484,0.991895427669,0.0927399540657,0.0541885150596,0.9949,0.989169996656
0.00406787530929,0.991318357544,0.992946469554,0.0871566091199,0.0515900570899,0.9959,0.989899632146
0.00389927380234,0.99202545734,0.99291916476,0.0847345879308,0.049693135079,0.9965,0.992013556259
0.00442254168466,0.990031979452,0.991161266093,0.0914593918805,0.0516128724751,0.994766666667,0.985230957541
0.00458511821628,0.99100409359,0.991733480489,0.0917964196101,0.0551886844138,0.9951,0.987056253959
0.00483168666884,0.990353149117,0.991523554795,0.0942883971333,0.0552821837676,0.9945,0.986198098327
0.00497849266827,0.990211834065,0.99126017653,0.095779027975,0.0568447353629,0.9941,0.985625061566
0.00475971426591,0.990055899259,0.99179555547,0.0934175469416,0.0551807695689,0.9945,0.987078087608
0.00515678240955,0.990059252758,0.991394179523,0.0969398484096,0.0573663356093,0.993233333333,0.983758226013
0.0050089150399,0.98896529857,0.9917281229,0.0969289919126,0.0560246524401,0.993833333333,0.987111801813
0.00399158309102,0.991956335927,0.992973106564,0.0860917416273,0.051179070957,0.9963,0.990138116458
0.00410905253477,0.991632640075,0.992709764856,0.0875646049153,0.0509860354165,0.995766666667,0.98866043517
0.00446808778793,0.990701339089,0.991984530522,0.0910656923982,0.0522506322401,0.994833333333,0.986689252014
0.00448187400475,0.991558733007,0.992461984521,0.0904443451765,0.0543315014802,0.9949,0.987376762795
0.00432075183988,0.990750959719,0.992300801569,0.089560436882,0.0520180538297,0.995433333333,0.988208168021
0.0048117167376,0.989521376493,0.991179286803,0.0950308093867,0.0545521263654,0.994233333333,0.986222730287
